"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_nonparam_var_R.s","gs_nonparam_normci_lb_R.s","gs_nonparam_normci_ub_R.s","gs_nonparam_quantci_lb_R.s","gs_nonparam_quantci_ub_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","gs_param_var_R.s","gs_param_normci_lb_R.s","gs_param_normci_ub_R.s","gs_param_quantci_lb_R.s","gs_param_quantci_ub_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_nonparam_var_R.s","cc_nonparam_normci_lb_R.s","cc_nonparam_normci_ub_R.s","cc_nonparam_quantci_lb_R.s","cc_nonparam_quantci_ub_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","cc_param_var_R.s","cc_param_normci_lb_R.s","cc_param_normci_ub_R.s","cc_param_quantci_lb_R.s","cc_param_quantci_ub_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,12.3314240682462,6.05879656610049,0.508670163918693,0.000375813276852361,0.470673791929304,0.546666535908082,0.466915145855901,0.544171528936467,12.3314240682462,5.98352991273217,0.514773810419841,0.000374167525607742,0.476860726050791,0.552686894788891,0.474584013749965,0.54946977415541,12.2313471893516,6.09298621948318,0.501854854975613,0.000618986880259667,0.453091138964572,0.550618570986655,0.454348288787517,0.547267580554285,12.2313471893516,5.97227121967986,0.511724168464516,0.000590588211629303,0.464092207830976,0.559356129098056,0.461484513493077,0.555705799217575,8.90812129047014,2.14982488573758,0.758666859639928,0.000687990372426577,0.707256901317498,0.810076817962357,0.448125371568296,0.551055512726902,12.2313471893513,5.97227121967969,0.511724168464517,0.000615262532837696,0.46310737562347,0.560340961305564,0.459500384290682,0.555568454396959
2,12.4810242503232,6.21532640329247,0.502017921074745,0.000401139499142159,0.462762125325525,0.541273716823966,0.462082108787222,0.536517873373153,12.4810242503232,6.15311822171407,0.507002141947226,0.000336894008847914,0.471026983512688,0.542977300381765,0.470938081243448,0.540030790615106,12.3937715377084,6.11903220155869,0.506281668744551,0.000576081827800033,0.459238327561376,0.553325009927726,0.460984101285559,0.549862613900569,12.3937715377084,6.05910334342788,0.511117069973989,0.000501239342875871,0.467235854635397,0.554998285312582,0.46156383440173,0.551378109416563,8.26204953399047,1.99505537802839,0.758527787830291,0.000586268284100841,0.711070351740656,0.805985223919926,0.454407156259992,0.550798790597639,12.3937715377083,6.05910334342787,0.511117069973986,0.000556041117467388,0.464899242711525,0.557334897236447,0.461648938433284,0.553068043835034
3,12.6118878691223,5.71817389608409,0.546604445311957,0.000352201944684885,0.509821038853318,0.583387851770596,0.510547463505333,0.580947342746222,12.6118878691223,5.74086822162331,0.544805006102322,0.000310493579708699,0.510268183205464,0.57934182899918,0.510973000221591,0.578507617089313,12.6794478420089,5.73214301747989,0.547918561683069,0.000558256353358542,0.501608761348127,0.594228362018011,0.498009772545506,0.590135544749408,12.6794478420089,5.72568153543543,0.548428164476895,0.000494306442304955,0.504851477719424,0.592004851234366,0.500032204601889,0.588552921483629,7.19624778286008,2.27508756363774,0.683850857796126,0.000550403813639975,0.637867912147991,0.729833803444261,0.4983947086426,0.594433914965554,12.679447842009,5.72568153543564,0.548428164476881,0.000525427000746773,0.503500663254703,0.593355665699059,0.500899400886884,0.590387428292599
4,11.3890220665638,5.88574663326205,0.483208777815826,0.000457941498429229,0.441265625092578,0.525151930539074,0.437613301955053,0.520428130276436,11.3890220665638,5.95174182432445,0.477414145873181,0.000487987324335174,0.434116893013836,0.520711398732525,0.434616453717927,0.517313187492022,11.3396217223794,5.79535822781262,0.488928434325533,0.000801697999196531,0.433432461194923,0.544424407456143,0.424484147003576,0.536324989623968,11.3396217223794,5.89746378472497,0.479924116596765,0.000730412067472641,0.42695288857246,0.53289534462107,0.418803916704143,0.528725893401667,6.60253085902363,2.03793192545205,0.691340795073025,0.00074961249070312,0.637677853071257,0.745003737074793,0.433632697574964,0.535954784841668,11.3396217223794,5.89746378472491,0.47992411659677,0.000640170013851892,0.430333017342837,0.529515215850703,0.426060260950759,0.527414744588324
5,12.3408225524752,5.91764346639292,0.520482249766569,0.000328461519913893,0.484960175293064,0.556004324240073,0.487169822976516,0.554996058623442,12.3408225524752,5.9430987927514,0.518419556923345,0.000293479362179684,0.484842327768016,0.551996786078674,0.484917745718773,0.54954942175643,12.1049940141478,5.93077073385246,0.510055872235802,0.000619123022789969,0.461286793873074,0.558824950598531,0.456942040488572,0.558400455712821,12.1049940141478,5.92462830657206,0.510563301423559,0.000521911208941977,0.465786364276502,0.555340238570616,0.462555057298252,0.550363702863475,4.99432461425006,2.27978827009286,0.54352421074352,0.000551690939934723,0.497487530641093,0.589560890845948,0.463349816227194,0.553890677552158,12.1049940141479,5.92462830657223,0.510563301423552,0.000528909116755182,0.465487174006407,0.555639428840698,0.462727103118134,0.548261726210522
6,12.1096215288513,6.15258075696574,0.491926255308051,0.000401908467627479,0.452632851672864,0.531219658943238,0.452423479974898,0.528475729912542,12.1096215288513,6.16332088765244,0.491039346442972,0.000367827115717842,0.453448860309621,0.528629832576323,0.451838321373466,0.526267114595657,12.0495243072824,5.94160247685698,0.50690149043759,0.000698460038718464,0.455101837111135,0.558701143764044,0.448760886940497,0.551982204390708,12.0495243072824,5.99798702599045,0.502222090015169,0.000630750821168425,0.452997174021328,0.551447006009009,0.448170823808959,0.548540137750049,7.03896918802208,2.12474081213394,0.698146027439711,0.0007830013576558,0.643300991059283,0.75299106382014,0.446319651723551,0.558670012336368,12.0495243072822,5.99798702599038,0.502222090015165,0.000596429317162487,0.454355161298029,0.550089018732301,0.453046487364622,0.545704791748491
7,11.8272678276003,6.0608861606096,0.487549766441762,0.000470630135953232,0.44502950385699,0.530070029026534,0.444532792272564,0.529710360162647,11.8272678276003,6.08621186097785,0.485408468828702,0.000449630313730147,0.443847672238337,0.526969265419068,0.441616097814009,0.52192569688664,11.8662895537369,6.17022209365321,0.480020939510103,0.000674360346129378,0.429122779369577,0.530919099650629,0.42188965459941,0.528326514133531,11.8662895537369,6.17586895858106,0.479545064983169,0.000679022012769772,0.428471285367241,0.530618844599096,0.427096096240331,0.528666609104948,7.86265047949865,2.11160425600049,0.731438620919706,0.000666061991403989,0.680854594328523,0.78202264751089,0.429265870891161,0.528624141512013,11.8662895537369,6.17586895858093,0.479545064983179,0.000651639421679658,0.42951169609476,0.529578433871597,0.425487659135499,0.524107516913008
8,11.5974904948598,5.87543171777811,0.493387666893783,0.000450598291478138,0.451782157684756,0.53499317610281,0.451361119908291,0.536902424956018,11.5974904948598,5.87529771009069,0.493399221780375,0.000438996989713411,0.45233280197437,0.53446564158638,0.451711139669579,0.534297818593719,11.4042262817495,5.78417935727111,0.492803876881353,0.000679649470706782,0.441706505063742,0.543901248698964,0.438303838554874,0.542697481170376,11.4042262817495,5.83248079321293,0.488568478990387,0.000713527140750588,0.436213098522784,0.54092385945799,0.42672441749515,0.535323071281461,5.65900651772583,1.97272907487345,0.651400105531912,0.000694075284803095,0.599763300691763,0.70303691037206,0.436357239155941,0.53994574848938,11.4042262817495,5.83248079321291,0.488568478990391,0.000701806519485921,0.436644881991944,0.540492075988838,0.43572993341507,0.535876574767649
9,11.3333140100597,5.92371480182014,0.477318391022951,0.000523635807762716,0.43246753463089,0.522169247415012,0.427041362925713,0.515904287262954,11.3333140100597,5.86177225572168,0.482783919115041,0.00047157444919677,0.440221019730315,0.525346818499767,0.440791119674392,0.522075843465597,10.7684555105948,5.73245015954469,0.467662734557924,0.000926552591915571,0.408001654806524,0.527323814309323,0.403624128402403,0.52058666517629,10.7684555105948,5.75449666471778,0.465615411694269,0.000885968992175274,0.407275558417624,0.523955264970915,0.399014807486183,0.521081142113952,5.55158161841032,2.02943066773277,0.634440992274577,0.000939968307859555,0.574349543203405,0.694532441345749,0.405650011461405,0.52308464050151,10.7684555105948,5.75449666471782,0.465615411694268,0.000898319162392696,0.406870344716284,0.524360478672251,0.403923794179136,0.518985357185156
10,12.1135442402114,6.19803835831505,0.48833815806439,0.000446630361090463,0.446916241218774,0.529760074910006,0.44976397277267,0.527225182603852,12.1135442402114,6.1065922731772,0.495887235636113,0.000397340499546225,0.456817768490313,0.534956702781913,0.459029557138354,0.53471152521211,12.2421695220476,6.06482739125233,0.504595375817183,0.000664942105341681,0.454053891946202,0.555136859688163,0.450967838560738,0.550222170658955,12.2421695220476,6.04411561632582,0.506287214415661,0.000619077928770978,0.457519912140811,0.555054516690511,0.453129349674325,0.554241385868185,5.39791977945759,2.37666029877442,0.559708110554166,0.000656572680756931,0.50948570907439,0.609930512033943,0.450511370533107,0.550552729224074,12.2421695220475,6.04411561632597,0.506287214415646,0.000655544374407502,0.456104156829207,0.556470272002085,0.45342859631808,0.555874756139106
