"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,11.7655209528139,6.4465546101813,0.452080818517476,5.03146269207734,5.99664421097809
2,11.7541115631132,6.13651412174895,0.477926163215384,4.96305503354739,5.99982402944001
3,11.8977135021117,6.23552387087281,0.475905696521765,5.02546657001288,6.01246164981617
4,11.5674839372884,6.33375454474968,0.452451840081445,5.0863305742595,5.98328765492531
5,11.9652636792569,5.86738496616055,0.509631787193097,4.97547034813655,5.98066082428972
6,11.8582246366588,6.01130564537706,0.493068665034935,5.03478050696536,6.02784507517812
7,11.6576261142739,6.10570743933122,0.476247790117815,5.06357147184619,5.98710810591822
8,11.5027869577652,5.57698562654012,0.515162225726937,5.01265863004264,5.97030136880038
9,12.0210485485405,6.07873659755718,0.494325592895536,5.02188423359489,6.01515807142461
10,11.8015386069674,6.42706752826478,0.455404270382986,5.03521266045143,5.99420437912238
11,11.9427294776322,6.01556243057628,0.496299196775498,5.03248597623601,6.04018193987111
12,11.824773251691,6.14343705902197,0.480460476640138,5.00905544429328,6.00344177930641
13,11.7775148927419,6.33564137562572,0.462056177952264,5.0552824135639,5.99498376916745
14,11.9217216307845,6.49468999438309,0.455222140264341,5.08698427974564,6.00431279252522
15,11.9702131471726,5.97909475819458,0.500502231273394,5.01910301479766,6.03210247403084
16,12.2576710598979,6.82275381449722,0.443389059703317,5.02112157042204,6.02006373991812
17,11.7233727047261,6.61036267401406,0.436138145522816,5.08583261418506,5.99697304871757
18,11.7590222210106,6.16506668126985,0.475716044633851,5.10356541691176,5.99745020844741
19,12.2697096826401,5.89329615675105,0.519687400176288,4.99307164791884,6.00502167210494
20,11.9526714622143,5.68111089847522,0.524699485262788,5.05355052063792,6.04647309013852
21,11.6809224871702,5.69506398546816,0.512447412289283,5.01981646135835,6.01079786344537
22,11.9396267202886,6.57024070728011,0.449711380330215,5.03357733303416,5.99065145968522
23,12.1080662717388,6.31394276236634,0.478534175427865,4.99236686442014,6.01930408817689
24,11.746195619059,6.04602438374359,0.485278078126546,5.02312100261445,6.00186305795932
25,12.1361299078355,6.07293125743086,0.499599023448987,4.98005673987134,6.01578865846963
26,11.5624238382577,6.04849740941325,0.47688326478744,5.05149352105077,5.9652403989263
27,12.1442780814219,6.4652838251342,0.467627158914892,5.02915802179455,6.03816519300657
28,11.4569159793899,6.2802004324381,0.451841975298093,5.07855287367924,6.00969881652968
29,11.781456309923,5.66210113939504,0.519405666799775,5.02276200871168,6.01567565162845
30,12.2672900865201,6.44344573476705,0.474745792320718,5.01025962742372,6.04598640451315
31,12.5782006700536,6.30740175920446,0.49854498869451,5.00380414884419,6.06913551975426
32,11.5910283582845,5.86458611574454,0.494040913845845,5.03181689421585,5.96891683894319
33,11.8953059081664,6.42978690206502,0.459468554091506,5.04569364205413,6.02798623493181
34,11.6009001484301,6.17635708534849,0.46759673763899,5.06023552020359,6.00855508808311
35,12.1360209211947,6.28990757025869,0.48171582670282,4.99704047884857,6.00362370585353
36,11.5524853383792,5.74797358858985,0.502447012895644,5.03235473537605,5.99198022947009
37,12.3358851286525,6.17763270764363,0.499214475230896,4.97833342799458,6.0332469683909
38,12.5853435912246,5.80106600065428,0.539061769859094,4.90681050820588,6.02131361216868
39,11.7936294524016,6.06917080493493,0.485385662706314,4.96904705811902,5.98118427943764
40,11.9848604191474,5.8600883270628,0.511042421678893,4.9959739528919,6.01722419009393
41,11.8769980253182,6.28863776916937,0.470519591249918,5.03156856939069,6.00081175427979
42,12.3677301149637,5.75274673454488,0.534858322338016,4.99305965383551,6.051073905268
43,11.8612150874181,6.31012577993687,0.468003426847019,5.01722020800526,5.99871643443362
44,11.7782001534338,6.03117020403489,0.487937874593125,4.99858158296185,5.96706773595895
45,12.0705444267895,5.95913397554757,0.506307771642696,5.0149046142911,6.02653793360534
46,12.2674966657948,7.007922336234,0.428740636565725,5.00073939557625,6.00846113409022
47,12.109960477978,5.55071959332497,0.541640156182262,4.95545198018576,6.03082423587197
48,11.8078585505835,6.27751402234121,0.46836134634836,5.04986933841125,6.02276217225548
49,11.8296667180533,6.10675845180727,0.48377595097521,5.04277335470582,6.01683601572412
50,12.0254888747623,6.11174859338108,0.491767140859635,5.0497659549233,5.98601157968033
